y_true,y_pred,y_prob
0.0,0,0.19082871
1.0,0,0.4766079
0.0,1,0.50860035
1.0,1,0.8883547
0.0,0,0.22310787
0.0,0,0.036870778
0.0,0,0.41204327
0.0,0,0.06922068
1.0,0,0.0734418
1.0,0,0.32985866
0.0,0,0.09677323
0.0,0,0.03102352
1.0,1,0.75846684
0.0,0,0.466901
1.0,1,0.55693114
0.0,0,0.22389589
1.0,1,0.7201387
1.0,1,0.7648632
1.0,0,0.211678
1.0,1,0.85976905
0.0,1,0.82486564
1.0,0,0.17050284
1.0,1,0.79005307
0.0,0,0.15268525
0.0,0,0.45031047
1.0,1,0.6751719
1.0,1,0.670998
1.0,1,0.7305392
0.0,0,0.11879895
1.0,1,0.5193727
1.0,1,0.6698487
0.0,0,0.07203281
0.0,1,0.5117
1.0,1,0.8094986
0.0,0,0.13924164
1.0,0,0.4205164
1.0,1,0.8742761
0.0,0,0.28053442
1.0,1,0.7605935
0.0,0,0.25362232
1.0,1,0.6391992
0.0,1,0.63235503
0.0,1,0.7458467
0.0,0,0.102128915
0.0,0,0.097660154
0.0,0,0.069287255
0.0,0,0.060393095
0.0,0,0.19144417
1.0,1,0.6899765
0.0,0,0.4692709
1.0,0,0.4568661
0.0,0,0.319315
1.0,1,0.8545934
1.0,1,0.7718325
1.0,1,0.80109733
1.0,0,0.20707902
0.0,0,0.030030392
1.0,1,0.90822166
1.0,1,0.75272316
1.0,1,0.6365602
1.0,1,0.7917189
1.0,0,0.42970636
0.0,0,0.09190346
0.0,0,0.3777589
0.0,0,0.23044136
0.0,0,0.48454127
1.0,1,0.74584866
0.0,0,0.27666846
0.0,0,0.040679958
1.0,0,0.42689463
1.0,1,0.8513989
1.0,1,0.50838494
1.0,1,0.89217603
0.0,0,0.114185825
1.0,0,0.17623085
1.0,1,0.91308874
1.0,1,0.83209085
1.0,1,0.57924163
0.0,0,0.32775614
1.0,1,0.78815
1.0,1,0.70377725
0.0,0,0.39216143
1.0,1,0.665124
1.0,0,0.22477528
0.0,0,0.28003263
1.0,1,0.6924496
0.0,1,0.78256875
1.0,1,0.73698527
1.0,1,0.65848637
0.0,0,0.035931595
0.0,0,0.15608862
0.0,0,0.06551516
1.0,0,0.36748993
0.0,1,0.70034903
1.0,0,0.37488967
1.0,1,0.6178497
1.0,1,0.68120456
1.0,1,0.7138414
0.0,0,0.06731752
1.0,0,0.4284246
0.0,0,0.46556288
0.0,1,0.5454839
0.0,0,0.06673989
0.0,0,0.39504644
0.0,0,0.15067093
1.0,1,0.78329164
1.0,1,0.8628039
1.0,1,0.9310187
1.0,1,0.6035436
1.0,1,0.69564605
1.0,1,0.8708095
1.0,0,0.4916038
1.0,1,0.6878786
0.0,0,0.037510734
1.0,0,0.4372981
1.0,1,0.71869737
1.0,1,0.7172376
1.0,1,0.5741547
1.0,0,0.25701773
1.0,1,0.7531561
1.0,1,0.604705
0.0,0,0.28759536
1.0,1,0.6951654
1.0,1,0.8085003
0.0,0,0.038812675
1.0,1,0.7273132
0.0,0,0.28378007
1.0,1,0.7552298
0.0,0,0.13892962
0.0,0,0.10976574
1.0,1,0.6708928
0.0,0,0.27321503
1.0,0,0.37777767
1.0,1,0.81126773
0.0,0,0.08212798
0.0,0,0.25145456
1.0,1,0.7513386
0.0,0,0.3620699
0.0,0,0.21888985
1.0,1,0.8193276
0.0,0,0.26144782
1.0,1,0.57306904
0.0,0,0.38163152
0.0,0,0.23634551
1.0,0,0.4512383
0.0,0,0.46091247
1.0,0,0.4933114
0.0,0,0.23403502
1.0,1,0.804087
1.0,1,0.8223635
1.0,1,0.8370236
1.0,0,0.22449148
1.0,0,0.29258797
0.0,1,0.5446257
0.0,0,0.054707438
0.0,0,0.23362784
1.0,1,0.574607
1.0,0,0.48691016
1.0,1,0.7225326
1.0,1,0.8311299
1.0,0,0.445762
1.0,1,0.72589135
1.0,1,0.7579229
0.0,0,0.05242267
1.0,1,0.8737641
1.0,1,0.7197895
1.0,0,0.22524661
1.0,1,0.81809956
0.0,1,0.72434825
1.0,1,0.93526447
1.0,0,0.46525106
1.0,1,0.7156079
0.0,1,0.6438374
0.0,1,0.7292704
1.0,0,0.3347351
1.0,1,0.79012156
1.0,1,0.59765387
1.0,1,0.8054275
1.0,1,0.7584769
1.0,1,0.56261563
1.0,1,0.7181833
1.0,1,0.50147545
1.0,0,0.30461177
1.0,1,0.6782943
0.0,1,0.6512767
1.0,0,0.36211577
0.0,0,0.03115851
1.0,1,0.6690458
0.0,0,0.16528895
1.0,1,0.5420429
0.0,0,0.21467884
0.0,0,0.20862311
1.0,1,0.7935497
1.0,1,0.7688778
1.0,0,0.32374278
1.0,1,0.87174755
1.0,0,0.22797105
0.0,0,0.20133305
1.0,1,0.68224096
0.0,1,0.5821998
1.0,1,0.8882227
0.0,0,0.13269506
0.0,1,0.6575069
1.0,0,0.29631326
1.0,1,0.7782957
0.0,1,0.8666836
1.0,0,0.18675877
0.0,0,0.21770686
1.0,1,0.68928015
0.0,0,0.10979734
1.0,1,0.86681104
1.0,1,0.83851033
1.0,1,0.5884917
0.0,0,0.024495563
1.0,1,0.6888737
1.0,1,0.87747383
0.0,0,0.40466258
0.0,0,0.13849713
0.0,0,0.04780446
0.0,1,0.7468717
1.0,1,0.619543
0.0,0,0.049257625
1.0,1,0.7801665
0.0,1,0.721483
1.0,1,0.80328876
0.0,1,0.84930277
1.0,1,0.7957609
0.0,0,0.123510174
1.0,1,0.63549906
0.0,0,0.03098783
1.0,1,0.8223313
0.0,0,0.414646
0.0,1,0.5422792
0.0,0,0.37582448
0.0,0,0.21948323
1.0,1,0.744949
0.0,1,0.7518239
0.0,0,0.3166191
1.0,1,0.86669225
1.0,0,0.33089957
1.0,1,0.6436993
1.0,1,0.86842483
0.0,1,0.5632154
0.0,0,0.40161723
0.0,0,0.23668796
1.0,1,0.7464662
0.0,1,0.5068925
0.0,0,0.49592364
0.0,0,0.07304837
0.0,0,0.04244398
1.0,1,0.5925554
0.0,0,0.037780527
1.0,1,0.6520726
1.0,1,0.76185006
1.0,1,0.81351936
1.0,1,0.73005146
1.0,1,0.8243976
1.0,1,0.63298035
1.0,1,0.7654224
0.0,1,0.5753025
1.0,1,0.53609127
1.0,0,0.44292518
1.0,1,0.7842535
1.0,1,0.7293941
1.0,1,0.739729
0.0,0,0.0262569
0.0,0,0.0774487
1.0,1,0.84807366
1.0,1,0.7070353
1.0,1,0.91060865
1.0,1,0.5256478
0.0,1,0.74557847
1.0,0,0.063892305
1.0,1,0.7051987
0.0,0,0.17458181
0.0,1,0.57471544
1.0,1,0.7936291
1.0,0,0.43401995
1.0,1,0.6690269
1.0,1,0.8413694
0.0,0,0.24632344
1.0,1,0.60052246
0.0,1,0.839379
1.0,1,0.56468225
0.0,0,0.15876418
1.0,1,0.6307807
1.0,1,0.61324286
1.0,1,0.50318974
0.0,0,0.022995384
1.0,1,0.63141423
1.0,1,0.8886155
0.0,0,0.3311135
1.0,1,0.51268405
1.0,1,0.8566204
1.0,1,0.8517971
1.0,1,0.6750347
0.0,0,0.08091344
0.0,0,0.05011807
1.0,1,0.84563625
0.0,1,0.7545742
1.0,0,0.45702058
0.0,0,0.037683927
1.0,1,0.62618506
1.0,1,0.6157888
1.0,1,0.78122735
0.0,1,0.67541677
1.0,1,0.7286098
0.0,0,0.3352148
0.0,0,0.036220558
0.0,1,0.51376945
1.0,1,0.8320116
0.0,0,0.024495563
0.0,0,0.33999068
1.0,1,0.67013735
0.0,0,0.16077627
0.0,0,0.08114435
0.0,0,0.42451063
0.0,0,0.078740634
0.0,1,0.51550955
0.0,0,0.15654016
1.0,1,0.7119598
0.0,1,0.6899511
1.0,1,0.5312102
1.0,1,0.80454344
1.0,0,0.46686292
0.0,0,0.16566972
0.0,0,0.2792671
1.0,1,0.74993277
0.0,1,0.79944324
0.0,0,0.19516268
1.0,1,0.75577384
0.0,0,0.15926094
0.0,0,0.31276798
0.0,0,0.087537155
1.0,1,0.90322447
0.0,0,0.30400968
0.0,0,0.010561872
1.0,1,0.65652394
1.0,1,0.6596854
0.0,0,0.45658964
0.0,0,0.41540802
0.0,0,0.15294285
1.0,1,0.55061626
1.0,1,0.8180352
1.0,0,0.4917437
1.0,1,0.6013144
1.0,0,0.23550384
0.0,0,0.24013169
0.0,0,0.17098048
0.0,1,0.68735147
0.0,0,0.35860974
1.0,1,0.8803982
0.0,0,0.35483313
0.0,1,0.66061836
1.0,1,0.8204816
0.0,0,0.1353297
1.0,0,0.36430237
0.0,1,0.72576886
0.0,0,0.44522485
0.0,1,0.55049604
0.0,0,0.40807915
1.0,1,0.78329164
0.0,0,0.026745053
1.0,1,0.70067096
1.0,1,0.68865806
1.0,1,0.82926273
0.0,1,0.75098187
0.0,0,0.27076793
0.0,0,0.0399075
1.0,1,0.65421563
0.0,1,0.5546915
1.0,1,0.7875597
1.0,0,0.45729536
1.0,1,0.68409306
0.0,0,0.09202598
1.0,1,0.80003405
1.0,1,0.68711215
0.0,0,0.2589805
1.0,1,0.6314152
1.0,0,0.3643219
0.0,1,0.78199923
1.0,1,0.8815875
0.0,1,0.57956576
0.0,0,0.12790157
0.0,1,0.703897
0.0,0,0.046312086
0.0,0,0.18671417
1.0,1,0.65197206
1.0,1,0.6066838
0.0,0,0.28533322
0.0,0,0.41637495
0.0,0,0.12823996
1.0,1,0.6097014
1.0,1,0.83702654
1.0,1,0.8706914
1.0,1,0.54502964
1.0,1,0.86695945
1.0,1,0.7470543
0.0,0,0.0667746
1.0,1,0.7286011
0.0,1,0.5867948
1.0,0,0.1648169
1.0,1,0.75993973
0.0,0,0.28189448
0.0,1,0.6551184
1.0,0,0.33945373
0.0,1,0.5864219
0.0,1,0.7833104
0.0,0,0.3777589
1.0,1,0.6020619
0.0,0,0.04696274
0.0,1,0.61096334
1.0,0,0.18136463
1.0,0,0.36277974
0.0,0,0.3359055
0.0,0,0.122470096
1.0,1,0.7561252
1.0,1,0.5755884
0.0,0,0.20287189
1.0,1,0.7331407
1.0,1,0.5931425
1.0,1,0.7688778
1.0,1,0.7911291
0.0,0,0.06673989
1.0,0,0.20674329
0.0,1,0.72792584
1.0,1,0.757812
0.0,0,0.20720273
0.0,0,0.22035515
1.0,1,0.67442876
1.0,1,0.82339
1.0,0,0.44078222
1.0,1,0.9264262
0.0,1,0.55374056
1.0,1,0.7967705
0.0,1,0.60230124
1.0,1,0.8448724
1.0,1,0.6885093
1.0,1,0.57917935
1.0,1,0.73752826
0.0,0,0.049453925
1.0,1,0.9164746
0.0,0,0.09621984
0.0,0,0.091768645
1.0,0,0.35575974
1.0,1,0.5798472
1.0,1,0.65608364
0.0,0,0.16551197
1.0,1,0.8877675
0.0,1,0.6005596
1.0,1,0.8477685
1.0,1,0.7820819
0.0,0,0.15030622
1.0,0,0.29137522
0.0,0,0.35580283
0.0,0,0.31181398
1.0,1,0.69776356
1.0,1,0.6477044
1.0,1,0.84953386
1.0,0,0.21922101
0.0,0,0.39684308
1.0,1,0.7549035
0.0,0,0.05847044
0.0,1,0.62669903
1.0,0,0.2716125
1.0,1,0.7405699
1.0,0,0.34250897
1.0,1,0.7042642
1.0,1,0.8138979
1.0,1,0.6663364
0.0,0,0.22623664
0.0,0,0.17895372
0.0,0,0.3444638
1.0,0,0.46142486
1.0,1,0.78920066
1.0,1,0.9032643
0.0,0,0.21085365
0.0,1,0.860815
0.0,0,0.19226818
0.0,0,0.048024405
1.0,1,0.67641675
0.0,0,0.24154723
1.0,1,0.8042097
1.0,1,0.6664341
0.0,1,0.6493085
1.0,1,0.55010736
0.0,0,0.39864716
0.0,0,0.18567877
1.0,1,0.8955932
1.0,1,0.900003
1.0,1,0.7667497
0.0,1,0.7366585
0.0,1,0.71464086
1.0,1,0.7057033
1.0,1,0.8864551
0.0,0,0.1633364
0.0,0,0.15812905
0.0,0,0.024988625
1.0,1,0.8856688
0.0,0,0.08646119
1.0,1,0.71510416
1.0,1,0.6479571
1.0,1,0.8156217
1.0,1,0.5941611
1.0,1,0.5891741
1.0,1,0.6418854
0.0,1,0.50993454
0.0,0,0.35175663
1.0,1,0.7299143
1.0,0,0.122018225
0.0,1,0.65179
0.0,1,0.5899172
0.0,0,0.32746798
0.0,1,0.6951619
1.0,0,0.39538264
0.0,0,0.022680448
0.0,1,0.63952005
1.0,1,0.6615808
0.0,0,0.055825014
1.0,0,0.26199988
0.0,0,0.032573864
1.0,1,0.8575896
1.0,0,0.15127803
1.0,1,0.5839197
1.0,1,0.8406667
0.0,0,0.48351294
1.0,0,0.49943277
1.0,1,0.6226189
1.0,1,0.7168746
1.0,1,0.8211936
0.0,0,0.20055757
1.0,1,0.61846036
1.0,1,0.7620687
0.0,0,0.26555762
1.0,1,0.8100082
0.0,1,0.51355296
1.0,0,0.10976574
1.0,1,0.5035655
0.0,0,0.08669125
0.0,0,0.025078185
1.0,1,0.6116156
1.0,0,0.25370532
1.0,1,0.55879223
1.0,0,0.46452114
1.0,1,0.7129494
1.0,0,0.30902857
1.0,1,0.7149232
0.0,1,0.68425244
1.0,0,0.11224076
0.0,1,0.57517064
0.0,1,0.8255076
0.0,1,0.79046017
0.0,1,0.619321
1.0,1,0.8677237
1.0,1,0.7575913
1.0,1,0.5998951
0.0,0,0.24448785
0.0,0,0.08837559
1.0,0,0.36417902
1.0,1,0.71008146
0.0,1,0.64472777
0.0,0,0.075245015
0.0,0,0.033784065
0.0,1,0.7584641
0.0,1,0.64744234
0.0,0,0.060506556
0.0,0,0.3070675
1.0,1,0.8527983
0.0,0,0.23111331
1.0,1,0.8168922
1.0,1,0.8773183
1.0,1,0.6204314
0.0,0,0.18132764
0.0,0,0.095756724
1.0,1,0.67710996
0.0,0,0.09330123
1.0,1,0.82524616
1.0,0,0.4925377
0.0,0,0.09963521
1.0,0,0.2140548
0.0,0,0.18349038
0.0,0,0.14552875
0.0,0,0.038358096
0.0,1,0.7488269
0.0,1,0.6382608
1.0,0,0.43772408
1.0,1,0.6615036
0.0,1,0.6339301
1.0,1,0.6147651
0.0,0,0.45540628
0.0,0,0.18245769
0.0,1,0.61721843
1.0,1,0.7050149
0.0,0,0.091768645
0.0,0,0.039745267
0.0,0,0.42177132
0.0,0,0.33671334
1.0,1,0.6004469
1.0,1,0.734737
1.0,1,0.87118304
1.0,1,0.7283552
1.0,1,0.6332377
1.0,1,0.57622004
1.0,1,0.6873243
0.0,1,0.63301724
1.0,1,0.5622463
0.0,0,0.070439205
0.0,0,0.35248435
0.0,1,0.60371065
1.0,1,0.6376633
0.0,0,0.3775445
0.0,0,0.014184316
0.0,0,0.41315687
1.0,1,0.90276164
1.0,1,0.6515565
1.0,1,0.7076205
1.0,1,0.52663934
0.0,0,0.39441347
0.0,0,0.25736743
0.0,0,0.10063704
1.0,1,0.7820904
1.0,1,0.7728034
1.0,1,0.64906144
0.0,0,0.27639133
0.0,0,0.09480248
1.0,1,0.5730214
1.0,1,0.7009203
1.0,1,0.6987928
1.0,1,0.88834757
0.0,0,0.31985682
0.0,1,0.5935042
0.0,0,0.11334325
0.0,0,0.07105188
1.0,0,0.47693157
0.0,0,0.023953108
0.0,0,0.0745856
0.0,0,0.16825421
0.0,0,0.32943785
1.0,0,0.21981274
1.0,0,0.42876205
1.0,1,0.8986034
0.0,1,0.65901077
0.0,1,0.5996935
0.0,0,0.040545743
1.0,1,0.8257893
1.0,1,0.69661576
0.0,0,0.40454146
1.0,1,0.71311086
1.0,1,0.6674882
1.0,0,0.22149543
1.0,0,0.42223167
0.0,1,0.7813117
1.0,1,0.6259728
1.0,0,0.102128915
1.0,1,0.8823217
0.0,0,0.048117593
1.0,0,0.44521046
1.0,1,0.5867948
1.0,1,0.79974407
1.0,0,0.31202346
1.0,1,0.6602637
1.0,0,0.1524807
1.0,0,0.12949382
0.0,1,0.79544693
1.0,1,0.624544
0.0,0,0.29322353
0.0,0,0.19345167
1.0,1,0.67980856
1.0,1,0.77059364
1.0,0,0.3959
0.0,0,0.26469645
1.0,1,0.52350765
0.0,1,0.5898418
1.0,1,0.68630236
1.0,0,0.44910663
1.0,0,0.29094282
1.0,1,0.6417972
1.0,1,0.7965313
1.0,0,0.116428204
0.0,0,0.30710188
0.0,1,0.5357191
0.0,0,0.44956425
1.0,0,0.32059556
1.0,1,0.82188815
0.0,1,0.6714279
0.0,0,0.05433777
1.0,1,0.7829802
0.0,0,0.43731996
1.0,1,0.80166906
1.0,1,0.5694033
0.0,1,0.51032937
1.0,1,0.7305473
0.0,1,0.5429497
0.0,0,0.48597327
1.0,1,0.806226
0.0,0,0.3784982
0.0,1,0.69830537
1.0,1,0.7772823
0.0,1,0.74033624
0.0,0,0.008873177
0.0,0,0.39538264
1.0,1,0.90822166
0.0,0,0.14907409
0.0,0,0.3062107
1.0,0,0.35226247
1.0,0,0.40619603
1.0,1,0.82426274
1.0,1,0.75862247
0.0,0,0.4974469
1.0,1,0.89553094
1.0,0,0.42762518
1.0,1,0.6912799
0.0,0,0.49041614
0.0,0,0.40187687
0.0,0,0.2829721
0.0,0,0.051301856
1.0,1,0.811059
0.0,0,0.21457352
1.0,1,0.56490755
1.0,1,0.6066517
0.0,0,0.18820828
1.0,1,0.7735522
0.0,0,0.07522374
0.0,0,0.14047416
0.0,1,0.8038325
1.0,1,0.8690155
0.0,0,0.29631326
1.0,1,0.7688857
1.0,1,0.6232439
1.0,0,0.08945869
0.0,0,0.3642884
0.0,0,0.3031149
0.0,0,0.032573864
1.0,1,0.6903363
0.0,1,0.68224096
1.0,1,0.5112204
1.0,1,0.6602651
0.0,0,0.25701714
0.0,0,0.16094552
1.0,1,0.82689804
1.0,0,0.13598394
1.0,1,0.84512746
0.0,1,0.67300653
1.0,1,0.8105967
1.0,0,0.37438118
1.0,1,0.6744675
1.0,1,0.8057404
0.0,0,0.40570742
0.0,0,0.24118574
1.0,1,0.7410163
1.0,1,0.6207441
1.0,1,0.87502
0.0,1,0.7682118
1.0,1,0.9289682
1.0,1,0.9220203
0.0,0,0.33247074
1.0,0,0.46413243
1.0,1,0.60873437
1.0,1,0.6928874
1.0,0,0.41475892
0.0,1,0.5722468
1.0,1,0.78208023
1.0,1,0.59745425
0.0,0,0.17567812
1.0,1,0.74568784
1.0,1,0.6532828
0.0,0,0.39734587
0.0,1,0.65236944
1.0,1,0.7487374
1.0,1,0.8395225
1.0,0,0.31147078
0.0,1,0.53007096
1.0,1,0.8195246
1.0,1,0.69485146
1.0,0,0.052751053
0.0,0,0.25856006
0.0,0,0.29322353
0.0,0,0.13212372
1.0,1,0.54828924
1.0,1,0.54851484
1.0,1,0.763434
0.0,1,0.8795843
0.0,1,0.6799498
0.0,1,0.64730096
1.0,1,0.6528718
0.0,0,0.083799206
1.0,1,0.7505482
0.0,1,0.81675774
0.0,0,0.4457485
0.0,0,0.07920101
0.0,0,0.18183999
0.0,0,0.39195234
0.0,0,0.0667746
0.0,0,0.33645165
0.0,0,0.27499616
0.0,0,0.08907948
0.0,0,0.026745053
0.0,0,0.18183999
0.0,0,0.2754295
1.0,1,0.8897618
0.0,0,0.05524229
1.0,1,0.7988418
0.0,1,0.58718276
1.0,1,0.7123883
1.0,1,0.53230375
1.0,1,0.8424979
0.0,0,0.10085537
0.0,1,0.7553149
0.0,0,0.19380574
1.0,1,0.5486695
1.0,1,0.5869495
0.0,0,0.40023682
0.0,1,0.8067218
0.0,1,0.6059416
0.0,0,0.15016678
0.0,0,0.09739567
1.0,1,0.5707511
0.0,0,0.4103982
0.0,0,0.37488967
0.0,1,0.63677275
0.0,0,0.2621026
0.0,1,0.7143646
1.0,1,0.59781677
0.0,0,0.48158455
1.0,0,0.4078972
0.0,0,0.30330005
0.0,0,0.19792514
1.0,1,0.8583937
0.0,0,0.24697657
1.0,1,0.65810597
0.0,0,0.3154454
1.0,1,0.7768119
1.0,1,0.60064
1.0,1,0.6275355
0.0,0,0.1226698
1.0,1,0.7639407
0.0,0,0.045102652
1.0,1,0.7442899
0.0,0,0.011740769
0.0,0,0.48777905
1.0,1,0.6651907
1.0,1,0.8434438
1.0,1,0.73297983
1.0,1,0.5353431
0.0,0,0.20346117
0.0,0,0.2860972
1.0,1,0.9317847
0.0,0,0.29580465
0.0,0,0.09137885
1.0,1,0.78518295
0.0,0,0.43746904
0.0,0,0.22445396
1.0,1,0.7337139
0.0,0,0.3529665
1.0,1,0.85850143
0.0,0,0.066784784
1.0,1,0.7940836
0.0,1,0.5993965
1.0,1,0.5100601
1.0,1,0.713675
0.0,0,0.32374278
1.0,1,0.60841346
1.0,1,0.7940274
1.0,0,0.46363363
0.0,0,0.19344431
0.0,1,0.623554
1.0,1,0.55647725
1.0,1,0.8444162
1.0,1,0.8621136
0.0,0,0.4925377
0.0,0,0.13940957
1.0,0,0.37488967
0.0,0,0.18985462
0.0,1,0.6129367
0.0,0,0.3915242
1.0,1,0.7762775
1.0,1,0.60918057
1.0,1,0.5989931
0.0,0,0.16312794
1.0,1,0.74909586
0.0,1,0.59195143
1.0,0,0.42284438
0.0,0,0.34927636
0.0,0,0.47032717
1.0,1,0.55475277
0.0,1,0.7627095
1.0,1,0.503052
1.0,1,0.843053
1.0,1,0.7903357
1.0,0,0.37690553
0.0,1,0.8088984
0.0,1,0.5162889
1.0,0,0.2967321
1.0,0,0.31606305
1.0,1,0.84475267
1.0,1,0.7854817
0.0,1,0.6052926
1.0,1,0.5729922
0.0,0,0.047626305
1.0,1,0.6702408
1.0,1,0.6968805
1.0,1,0.5951077
1.0,0,0.4386012
0.0,1,0.5182968
0.0,1,0.5139805
0.0,1,0.5554118
1.0,1,0.7633006
0.0,0,0.22971424
0.0,0,0.43746904
1.0,1,0.74681056
1.0,1,0.67088705
0.0,0,0.3156724
1.0,1,0.843791
1.0,1,0.61154413
0.0,1,0.6309115
0.0,0,0.0399075
1.0,1,0.8141428
0.0,1,0.63155985
1.0,0,0.41398868
0.0,0,0.42796
1.0,1,0.5913464
0.0,1,0.5985619
0.0,0,0.12037002
0.0,0,0.1559318
1.0,0,0.48466593
1.0,1,0.7761191
1.0,1,0.7047607
0.0,0,0.10556701
1.0,1,0.71200395
1.0,1,0.858836
1.0,0,0.4847087
0.0,0,0.049453925
1.0,1,0.77798194
1.0,1,0.61888033
1.0,1,0.824305
0.0,1,0.65390575
1.0,1,0.88450897
1.0,1,0.7919429
1.0,1,0.60629344
1.0,1,0.6349893
1.0,1,0.66876274
0.0,0,0.107454605
1.0,1,0.6354055
0.0,0,0.24740145
1.0,1,0.7494855
0.0,1,0.88869
0.0,0,0.11756673
0.0,0,0.17041108
1.0,0,0.23192912
1.0,1,0.7807498
0.0,0,0.2220133
0.0,0,0.21995653
0.0,0,0.34354377
1.0,1,0.73517156
1.0,1,0.6355393
1.0,1,0.70777494
0.0,1,0.6391719
1.0,1,0.7092164
1.0,1,0.7818708
0.0,1,0.7114317
0.0,0,0.009092773
1.0,0,0.21807194
0.0,1,0.8657731
1.0,1,0.7204957
1.0,1,0.76248866
0.0,0,0.169586
0.0,1,0.65614486
1.0,1,0.5493593
1.0,1,0.83740604
0.0,1,0.80232674
0.0,0,0.3519182
1.0,1,0.5238165
1.0,1,0.5366501
1.0,0,0.083689995
1.0,0,0.47805732
1.0,1,0.71379495
1.0,1,0.72961265
1.0,1,0.84465367
1.0,1,0.8493886
0.0,0,0.11669665
0.0,0,0.08951678
1.0,1,0.6384148
1.0,0,0.40023682
1.0,1,0.8374952
0.0,0,0.0859346
1.0,1,0.8752505
0.0,1,0.56710523
0.0,0,0.37575245
1.0,1,0.745667
1.0,1,0.6439322
0.0,0,0.08364529
0.0,0,0.21168005
0.0,0,0.4276443
1.0,1,0.7156311
0.0,0,0.13665354
0.0,1,0.6461218
0.0,0,0.15606987
1.0,0,0.22667822
0.0,0,0.22658335
0.0,0,0.32252997
0.0,0,0.08582226
0.0,0,0.29287753
0.0,0,0.013608546
0.0,0,0.03705003
0.0,0,0.24100138
1.0,0,0.4276443
1.0,1,0.85015875
0.0,1,0.6639515
1.0,1,0.851307
0.0,0,0.4638637
0.0,1,0.84700257
1.0,1,0.6901021
1.0,1,0.66077936
0.0,0,0.42102715
1.0,1,0.5882317
1.0,1,0.73203725
0.0,1,0.71374905
0.0,0,0.059446562
0.0,1,0.64274174
0.0,0,0.069323376
0.0,0,0.38011584
1.0,1,0.6045025
0.0,0,0.14504234
0.0,1,0.7448498
1.0,1,0.61502916
0.0,1,0.53865814
0.0,0,0.07099604
1.0,1,0.6793838
1.0,1,0.84667563
0.0,0,0.25950631
0.0,1,0.5869943
0.0,0,0.44067165
0.0,0,0.47154075
1.0,1,0.81866837
1.0,1,0.82145286
0.0,0,0.09601815
1.0,1,0.6169036
1.0,1,0.67508876
0.0,0,0.404027
1.0,1,0.85327023
1.0,1,0.8533151
1.0,0,0.065396816
1.0,1,0.59495604
0.0,0,0.2867795
1.0,1,0.917589
1.0,1,0.70884776
0.0,1,0.7065298
1.0,1,0.66881526
0.0,0,0.2114248
0.0,0,0.12528938
0.0,0,0.3554334
1.0,1,0.6958745
1.0,1,0.5708773
0.0,1,0.55829346
0.0,0,0.087537155
0.0,0,0.13776119
1.0,0,0.20269379
1.0,1,0.6837719
0.0,0,0.15613106
1.0,1,0.76613444
0.0,1,0.647549
0.0,0,0.11990603
0.0,0,0.47901997
1.0,0,0.31147078
0.0,0,0.10239673
0.0,0,0.42771643
0.0,0,0.056640487
0.0,0,0.12813008
0.0,1,0.50574374
0.0,0,0.15378875
1.0,1,0.8570342
0.0,0,0.14819801
1.0,1,0.5639298
0.0,0,0.17915682
0.0,0,0.17491646
1.0,1,0.6955036
0.0,1,0.5782654
1.0,1,0.6825495
0.0,0,0.038813375
0.0,0,0.07915245
